payment_id,account_id,cohort,payment_usd,period
mBQfR0638dQAU,JVQ5GR1Vo4QtQAZ,2020-10,3015.63,1
mAQfR0638dQAU,jvQ5GR1ZF4QtQAH,2020-11,125,0
m9QfR0638dQAE,gnQ5GR1NY4QtQAD,2020-07,1200,4
m6QfR0638dQAE,SEQ5GR1Ou4QtQAZ,2020-08,250,3
m3QfR0638dQAE,2gQ5GR1Rh4QtQAF,2020-09,50,2
m1QfR0638dQAE,VrQ5GR1Ww4QtQAJ,2020-11,30,0
lqQfR0638dQAE,VnQ5GR1VC4QtQAP,2020-11,500,0
mzQfR0638dQAE,jjQ5GR1En4QtQAF,2020-09,2089.91,2
myQfR0638dQAE,zAQ5GR1Bh4QtQAV,2020-02,137.92,9
mxQfR0638dQAE,xMQ5GR0ff4QtQAQ,2020-02,1634.55,9
mwQfR0638dQAE,YsQ5GR1T64QtQAN,2020-10,2725.25,1
mvQfR0638dQAE,9qQ5GR1TT4QtQAD,2020-09,75,2
muQfR0638dQAE,aLQ5GR1Hv4QtQAV,2020-03,81.25,7
mtQfR0638dQAE,lXQ5GR0t34QtQAQ,2020-03,500,8
mrQfR0638dQAE,owQ5GR1Mr4QtQAB,2020-06,50,5
mqQfR0638dQAE,vCQ5GR1SC4QtQAT,2020-09,50,2
mpQfR0638dQAE,b9Q5GR1EJ4QtQAH,2020-03,50,8
moQfR0638dQAE,qpQ5GR1Ri4QtQAF,2020-08,50,3
mnQfR0638dQAE,3TQ5GR1IK4QtQAX,2020-03,50,7
m8QfR0638dQAE,xDQ5GR06N4QtQAS,2020-03,703.17,8
m7QfR0638dQAE,xvQ5GR0Pr4QtQAF,2020-02,199,9
m5QfR0638dQAE,UiQ5GR1244QtQAI,2020-02,250,9
m4QfR0638dQAE,3UQ5GR1IK4QtQAX,2020-03,32.5,7
m2QfR0638dQAE,RMQ5GR1Ms4QtQAZ,2020-06,50,5
ldQfR0638dQAE,RHQ5GR1Ms4QtQAZ,2020-06,50,5
lbQfR0638dQAE,b5Q5GR1TS4QtQAD,2020-09,30,2
mZQfR0638dQAU,OSQ5GR1R24QtQA3,2020-08,150,3
mYQfR0638dQAU,ipQ5GR0dK4QtQAC,2020-02,500,9
mXQfR0638dQAU,ytQ5GR1D84QtQAB,2020-02,250,9
mWQfR0638dQAU,hqQ5GR1R14QtQAF,2020-09,250,1
mVQfR0638dQAU,hbQ5GR1L54QtQAB,2020-05,50,6
mhQfR0638dQAE,2HQ5GR1Rh4QtQAV,2020-08,30,3
mgQfR0638dQAE,vYQ5GR1KF4QtQAX,2020-05,3053.52,6
mfQfR0638dQAE,ctQ5GR1TR4QtQAH,2020-10,160.52,1
meQfR0638dQAE,14Q5GR1GI4QtQAD,2020-02,2005.6,9
mdQfR0638dQAE,ztQ5GR1Ha4QtQAF,2020-03,2763.72,8
mcQfR0638dQAE,S8Q5GR1RP4QtQAL,2020-08,3245.1,3
mbQfR0638dQAE,w5Q5GR1O34QtQAF,2020-07,300,4
maQfR0638dQAE,oiQ5GR1RP4QtQAD,2020-08,150,3
lpQfR0638dQAE,5jQ5GR1Uz4QtQAB,2020-10,493.58,0
loQfR0638dQAE,vsQ5GR1KF4QtQAH,2020-04,3053.52,7
lnQfR0638dQAE,hnQ5GR1O34QtQAB,2020-08,3301.42,3
lmQfR0638dQAE,ctQ5GR11H4QtQAC,2020-02,1745.12,9
llQfR0638dQAE,6iQ5GR1O14QtQAB,2020-07,150,4
lkQfR0638dQAE,5fQ5GR1O14QtQAB,2020-07,75,4
ljQfR0638dQAE,F9Q5GR1Mr4QtQAJ,2020-07,75,4
liQfR0638dQAE,X1Q5GR1L34QtQAN,2020-05,500,6
lhQfR0638dQAE,hGQ5GR1EI4QtQAT,2020-08,250,3
lgQfR0638dQAE,OHQ5GR1O24QtQAZ,2020-10,125,1
lfQfR0638dQAE,2ZQ5GR1O34QtQAR,2020-07,125,3
lcQfR0638dQAE,HtQ5GR0mU4QtQAO,2020-02,50,9
laQfR0638dQAE,IRQ5GR1TU4QtQA1,2020-09,25,2
mmQfR0638dQAE,luQ5GR1NY4QtQAD,2020-07,1329.89,3
mlQfR0638dQAE,gMQ5GR19b4QtQAU,2020-02,1145.61,9
mkQfR0638dQAE,hUQ5GR1Z24QtQAR,2020-11,250,0
mjQfR0638dQAE,LLQ5GR0bx4QtQA2,2020-02,125,9
miQfR0638dQAE,qSQ5GR14r4QtQAU,2020-02,50,9
m0QfR0638dQAE,DXQ5GR1Gz4QtQAZ,2020-03,500,8
lzQfR0638dQAE,PaQ5GR1Z24QtQAJ,2020-11,50,0
lyQfR0638dQAE,fLQ5GR1Ux4QtQAV,2020-10,50,1
lxQfR0638dQAE,zDQ5GR1T44QtQAR,2020-11,50,0
lwQfR0638dQAE,qlQ5GR0BF4QtQAH,2020-02,9080.42,9
lvQfR0638dQAE,4gQ5GR1L54QtQAF,2020-05,500,6
luQfR0638dQAE,1hQ5GR0eA4QtQAG,2020-02,500,9
ltQfR0638dQAE,fHQ5GR1Yi4QtQAR,2020-11,500,0
lsQfR0638dQAE,hhQ5GR1ZP4QtQAH,2020-11,250,0
lrQfR0638dQAE,D5Q5GR1VY4QtQAL,2020-10,50,1
CQQfR0638dQA2,fgQ5GR1VC4QtQAH,2020-10,75,1
COQfR0638dQA2,iKQ5GR1Yx4QtQAR,2020-11,500,0
CNQfR0638dQA2,lwQ5GR1Z24QtQAB,2020-11,125,0
CMQfR0638dQA2,3vQ5GR1O14QtQAB,2020-07,550,4
CLQfR0638dQA2,XlQ5GR1VC4QtQAL,2020-10,275,1
CJQfR0638dQA2,EVQ5GR1TS4QtQA1,2020-09,50,2
BnQfR0638dQAM,3xQ5GR1Bf4QtQAB,2020-02,250,9
BlQfR0638dQAM,d3Q5GR1VC4QtQAH,2020-10,30,1
BkQfR0638dQAM,2AQ5GR0zQ4QtQAS,2020-02,50,9
BjQfR0638dQAM,67Q5GR1Bg4QtQAB,2020-02,857.14,9
BiQfR0638dQAM,RcQ5GR0p44QtQAI,2020-02,1332.49,9
BhQfR0638dQAM,O7Q5GR1YP4QtQAL,2020-11,500,0
BgQfR0638dQAM,yOQ5GR1Mr4QtQAV,2020-06,1100,4
BfQfR0638dQAM,3YQ5GR1Ux4QtQAR,2020-10,50,1
BeQfR0638dQAM,lxQ5GR0zQ4QtQAC,2020-02,50,9
B8QfR0638dQAM,8uQ5GR1L44QtQAB,2020-06,2837.78,5
B7QfR0638dQAM,uEQ5GR1Vm4QtQAV,2020-10,2040,0
B6QfR0638dQAM,S6Q5GR1L44QtQAJ,2020-05,150,5
B5QfR0638dQAM,PuQ5GR1Rh4QtQAJ,2020-08,50,3
CPQfR0638dQA2,lwQ5GR1Z24QtQAB,2020-11,125,0
CIQfR0638dQA2,JWQ5GR1Mo4QtQA3,2020-06,250,5
CHQfR0638dQA2,fdQ5GR14s4QtQAA,2020-02,974.8,9
CGQfR0638dQA2,q1Q5GR1WP4QtQAD,2020-11,600,0
CFQfR0638dQA2,yuQ5GR0Qv4QtQAF,2020-03,250,8
CEQfR0638dQA2,P7Q5GR1T34QtQAJ,2020-09,2121.3,2
BZQfR0638dQA2,8uQ5GR0sh4QtQAA,2020-02,789.79,9
BYQfR0638dQA2,w6Q5GR1SZ4QtQAH,2020-09,250,2
BXQfR0638dQA2,9PQ5GR1Mr4QtQAV,2020-06,50,4
BWQfR0638dQA2,KqQ5GR1R44QtQAN,2020-09,50,2
BoQfR0638dQAM,P7Q5GR1T34QtQAJ,2020-09,2514.84,2
BmQfR0638dQAM,3sQ5GR1L54QtQAF,2020-06,250,5
BdQfR0638dQAM,wsQ5GR1Ou4QtQAF,2020-08,75,3
BcQfR0638dQAM,9tQ5GR1Rh4QtQAF,2020-09,250,2
BbQfR0638dQAM,u8Q5GR17F4QtQAG,2020-04,80.89,7
BaQfR0638dQAM,keQ5GR1T34QtQAB,2020-09,1202.19,2
BAQfR0638dQA2,iKQ5GR1Yx4QtQAR,2020-11,500,0
B9QfR0638dQAM,WKQ5GR1Yw4QtQA3,2020-11,250,0
B4QfR0638dQAM,QNQ5GR1O24QtQAZ,2020-07,150,4
B3QfR0638dQAM,1TQ5GR1SC4QtQAT,2020-09,2619.27,2
B2QfR0638dQAM,DmQ5GR1PV4QtQAP,2020-09,1329.45,2
B1QfR0638dQAM,JKQ5GR1Ou4QtQA3,2020-09,720.34,2
B0QfR0638dQAM,alQ5GR1R34QtQAF,2020-09,698.72,2
AzQfR0638dQAM,iUQ5GR1L34QtQAR,2020-05,30,6
AyQfR0638dQAM,CoQ5GR1Sn4QtQAN,2020-09,250,2
AxQfR0638dQAM,TqQ5GR11G4QtQAK,2020-02,250,9
AwQfR0638dQAM,nIQ5GR1SB4QtQAT,2020-09,255,2
AvQfR0638dQAM,yRQ5GR1Mq4QtQAV,2020-09,250,2
CZQfR0638dQA2,KVQ5GR1R24QtQA3,2020-08,1505.29,3
CYQfR0638dQA2,pcQ5GR1TV4QtQAH,2020-11,500,0
CXQfR0638dQA2,7AQ5GR0bx4QtQAU,2020-02,500,9
CWQfR0638dQA2,ooQ5GR1R14QtQAB,2020-08,1979.46,3
CVQfR0638dQA2,4bQ5GR1Vz4QtQAB,2020-11,50,0
CUQfR0638dQA2,PrQ5GR07s4QtQAI,2020-02,100,9
CTQfR0638dQA2,KgQ5GR1T44QtQAJ,2020-09,250,2
CSQfR0638dQA2,t8Q5GR1T54QtQAB,2020-09,50,2
CRQfR0638dQA2,ksQ5GR1TT4QtQAD,2020-09,50,1
CaQfR0638dQAM,nEQ5GR1O24QtQAV,2020-07,4901.88,3
C2QfR0638dQAM,DNQ5GR1Mq4QtQA3,2020-06,30,5
BzQfR0638dQAM,evQ5GR1T54QtQAB,2020-10,4445.75,1
ByQfR0638dQAM,Q8Q5GR1YP4QtQAL,2020-11,500,0
BxQfR0638dQAM,RYQ5GR1Yx4QtQA3,2020-11,50,0
BwQfR0638dQAM,C8Q5GR1R34QtQAN,2020-08,1793.5,3
BvQfR0638dQAM,k0Q5GR0t34QtQAA,2020-02,916.58,9
BVQfR0638dQA2,vhQ5GR1TR4QtQAH,2020-09,50,2
BuQfR0638dQAM,qCQ5GR1Wy4QtQAV,2020-11,500,0
BtQfR0638dQAM,h2Q5GR1TR4QtQAH,2020-09,500,2
BsQfR0638dQAM,krQ5GR1SC4QtQAD,2020-10,4497.31,1
BrQfR0638dQAM,TSQ5GR1R44QtQAZ,2020-08,150,3
BqQfR0638dQAM,t4Q5GR1T34QtQAF,2020-09,500,2
BpQfR0638dQAM,zBQ5GR1Bh4QtQAV,2020-02,500,9
BNQfR0638dQA2,a5Q5GR1Js4QtQAB,2020-04,500,7
BLQfR0638dQA2,W2Q5GR1Mq4QtQAJ,2020-09,50,2
BIQfR0638dQA2,J8Q5GR1Vb4QtQAJ,2020-11,4445.75,0
BHQfR0638dQA2,jKQ5GR0Pp4QtQAV,2020-02,1454.67,9
BGQfR0638dQA2,wfQ5GR0k24QtQAA,2020-02,615.3,9
BFQfR0638dQA2,d4Q5GR0M74QtQAB,2020-02,250,9
BEQfR0638dQA2,M1Q5GR1T34QtQAN,2020-09,500,2
BDQfR0638dQA2,L5Q5GR1Js4QtQAN,2020-04,250,7
BCQfR0638dQA2,cLQ5GR1O24QtQAR,2020-07,250,4
BBQfR0638dQA2,vXQ5GR1TR4QtQAX,2020-09,50,2
CiQfR0638dQAM,bCQ5GR1Be4QtQAV,2020-03,130.61,8
ChQfR0638dQAM,r4Q5GR1J04QtQAF,2020-04,54.32,7
CgQfR0638dQAM,3QQ5GR1Ao4QtQAV,2020-03,338.06,8
CfQfR0638dQAM,4WQ5GR1T34QtQAR,2020-09,75,2
CeQfR0638dQAM,cHQ5GR0BH4QtQAX,2020-02,250,9
CdQfR0638dQAM,wUQ5GR06N4QtQAS,2020-03,250,8
CDQfR0638dQA2,sfQ5GR0KC4QtQAH,2020-02,1716.21,9
CcQfR0638dQAM,CrQ5GR0jd4QtQAI,2020-03,250,8
CCQfR0638dQA2,A5Q5GR1Ux4QtQAN,2020-10,932.55,0
CbQfR0638dQAM,jpQ5GR11E4QtQAG,2020-03,250,8
CBQfR0638dQA2,D2Q5GR1Ao4QtQAN,2020-03,31.82,8
CAQfR0638dQA2,NgQ5GR1Ao4QtQAN,2020-03,175.67,8
C9QfR0638dQAM,zrQ5GR1Jq4QtQAF,2020-04,500,7
C8QfR0638dQAM,pcQ5GR1TV4QtQAH,2020-11,500,0
C7QfR0638dQAM,qCQ5GR1Wy4QtQAV,2020-11,500,0
C6QfR0638dQAM,p8Q5GR0t34QtQAA,2020-03,250,8
C5QfR0638dQAM,YcQ5GR1Bf4QtQAN,2020-03,250,8
C4QfR0638dQAM,tHQ5GR19Y4QtQAW,2020-02,1100,9
C3QfR0638dQAM,D8Q5GR1Mq4QtQAJ,2020-07,50,4
C1QfR0638dQAM,yqQ5GR19b4QtQAA,2020-03,25,8
C0QfR0638dQAM,yRQ5GR19b4QtQAQ,2020-03,25,8
BUQfR0638dQA2,3RQ5GR1Ao4QtQAV,2020-03,199.47,8
BTQfR0638dQA2,7kQ5GR1Ao4QtQAF,2020-03,12.63,8
BSQfR0638dQA2,GvQ5GR1Be4QtQAN,2020-02,38.64,9
BRQfR0638dQA2,GiQ5GR1Ao4QtQAN,2020-03,240.74,8
BQQfR0638dQA2,LGQ5GR1Ao4QtQA3,2020-03,264.67,8
BPQfR0638dQA2,hxQ5GR1O24QtQAB,2020-08,161.64,3
BOQfR0638dQA2,GQQ5GR1T54QtQAZ,2020-09,75,1
BMQfR0638dQA2,8HQ5GR0t34QtQAQ,2020-03,500,8
BKQfR0638dQA2,QKQ5GR1244QtQAY,2020-03,50,8
BJQfR0638dQA2,CNQ5GR1T34QtQAZ,2020-09,30,2
ZYQfR0638dQA2,MsQ5GR1VD4QtQAP,2020-10,500,1
ZXQfR0638dQA2,6IQ5GR1Uy4QtQAV,2020-10,30,1
ZtQfR0638dQAM,pFQ5GR1R24QtQAR,2020-09,500,2
ZsQfR0638dQAM,1MQ5GR1Mq4QtQAR,2020-07,1082.05,3
ZrQfR0638dQAM,GzQ5GR0KB4QtQAL,2020-03,955.06,8
ZqQfR0638dQAM,5GQ5GR0Kx4QtQAR,2020-03,1421.93,8
ZpQfR0638dQAM,edQ5GR1O34QtQAB,2020-09,400,2
ZoQfR0638dQAM,oDQ5GR0T04QtQAV,2020-03,50,8
ZnQfR0638dQAM,sqQ5GR1T34QtQAB,2020-09,125,2
ZmQfR0638dQAM,3aQ5GR0Sy4QtQAB,2020-03,250,8
ZJQfR0638dQA2,b3Q5GR1Ux4QtQAB,2020-10,250,1
ZIQfR0638dQA2,pOQ5GR1NY4QtQAT,2020-08,331.05,3
ZHQfR0638dQA2,pEQ5GR1NY4QtQAT,2020-08,48.01,3
ZGQfR0638dQA2,emQ5GR10p4QtQAA,2020-03,50,8
ZFQfR0638dQA2,f6Q5GR1J04QtQAF,2020-04,1500,7
ZEQfR0638dQA2,8uQ5GR1O24QtQAB,2020-07,50,4
ZDQfR0638dQA2,ZNQ5GR1T44QtQAZ,2020-09,125,2
ZCQfR0638dQA2,fFQ5GR1O24QtQAR,2020-07,125,3
a7QfR0638dQAE,S5Q5GR1Rj4QtQAN,2020-09,500,2
a6QfR0638dQAE,xlQ5GR14q4QtQAA,2020-03,250,8
a5QfR0638dQAE,BTQ5GR1Ux4QtQAZ,2020-10,250,1
a4QfR0638dQAE,osQ5GR1T34QtQAF,2020-09,50,2
a3QfR0638dQAE,pQQ5GR1O24QtQAV,2020-07,50,4
a2QfR0638dQAE,BAQ5GR1Uy4QtQA3,2020-10,30,1
ZzQfR0638dQAM,QgQ5GR1RQ4QtQAP,2020-08,250,3
ZyQfR0638dQAM,xeQ5GR06N4QtQAC,2020-03,99,8
ZxQfR0638dQAM,GEQ5GR1Uy4QtQA3,2020-11,12.48,0
ZwQfR0638dQAM,OTQ5GR1Bg4QtQAZ,2020-03,146.66,8
ZWQfR0638dQA2,qtQ5GR1SD4QtQAD,2020-09,50,2
ZvQfR0638dQAM,M7Q5GR1SZ4QtQAP,2020-09,50,2
ZVQfR0638dQA2,MuQ5GR14p4QtQAI,2020-03,1050,8
ZuQfR0638dQAM,ckQ5GR1Sn4QtQAF,2020-09,50,2
ZUQfR0638dQA2,MkQ5GR14p4QtQAI,2020-03,250,8
ZTQfR0638dQA2,mCQ5GR1T44QtQAR,2020-09,250,2
ZSQfR0638dQA2,4pQ5GR1KH4QtQAH,2020-07,1589.45,4
ZRQfR0638dQA2,JEQ5GR1UV4QtQA5,2020-10,125,1
ZQQfR0638dQA2,cLQ5GR1Bg4QtQAR,2020-03,250,8
ZPQfR0638dQA2,HhQ5GR14o4QtQAI,2020-09,250,2
ZOQfR0638dQA2,AuQ5GR0Tz4QtQAN,2020-03,2443.5,8
ZNQfR0638dQA2,XDQ5GR1Ox4QtQA3,2020-10,1476.28,1
ZMQfR0638dQA2,1jQ5GR0Po4QtQAB,2020-03,375,8
ZLQfR0638dQA2,0lQ5GR1Ui4QtQAF,2020-10,50,1
ZKQfR0638dQA2,yzQ5GR1RQ4QtQAD,2020-08,50,3
a1QfR0638dQAE,crQ5GR1Uy4QtQAF,2020-10,50,1
a0QfR0638dQAE,XgQ5GR14p4QtQAI,2020-03,700,8
ZZQfR0638dQA2,TRQ5GR1R44QtQAZ,2020-08,30,3
ZlQfR0638dQAM,27Q5GR1Ux4QtQAB,2020-10,30,1
ZkQfR0638dQAM,1OQ5GR1Ux4QtQAR,2020-10,75,1
ZjQfR0638dQAM,9hQ5GR1Ui4QtQAF,2020-10,50,1
ZiQfR0638dQAM,u8Q5GR1Fo4QtQAB,2020-03,907.61,8
ZhQfR0638dQAM,3RQ5GR1O14QtQAR,2020-07,402.31,4
ZgQfR0638dQAM,YzQ5GR1R44QtQAJ,2020-08,300,3
ZfQfR0638dQAM,ZJQ5GR1R44QtQAZ,2020-08,300,3
ZeQfR0638dQAM,IxQ5GR1Vz4QtQAJ,2020-11,500,0
ZdQfR0638dQAM,HsQ5GR0bv4QtQAI,2020-03,100,8
ZcQfR0638dQAM,IyQ5GR1254QtQAM,2020-03,50,8
ZbQfR0638dQAM,8QQ5GR1Bh4QtQAR,2020-05,50,6
ZaQfR0638dQAM,ESQ5GR1R44QtQAZ,2020-08,30,3
aIQfR0638dQAU,nUQ5GR1EK4QtQAT,2020-03,1029.82,8
aHQfR0638dQAU,8NQ5GR1Kh4QtQAR,2020-06,767.06,5
aGQfR0638dQAU,vzQ5GR06N4QtQAC,2020-03,299,8
aFQfR0638dQAU,g5Q5GR1Iz4QtQAB,2020-04,162.5,7
aEQfR0638dQAU,dxQ5GR1RP4QtQAD,2020-08,500,3
aDQfR0638dQAU,r1Q5GR0t34QtQAA,2020-03,250,8
aCQfR0638dQAU,Z3Q5GR1JQ4QtQAL,2020-04,250,7
aBQfR0638dQAU,F3Q5GR1Jr4QtQAN,2020-08,250,3
aAQfR0638dQAU,Z8Q5GR1Wt4QtQAJ,2020-11,125,0
a9QfR0638dQAE,ZkQ5GR1T54QtQAN,2020-11,50,0
a8QfR0638dQAE,KBQ5GR1UA4QtQA1,2020-10,50,1
dLQfR0638dQAU,tgQ5GR1R44QtQAB,2020-08,541.47,2
dKQfR0638dQAU,dHQ5GR0p44QtQAQ,2020-03,804.96,8
dJQfR0638dQAU,2RQ5GR0bx4QtQAQ,2020-03,150,8
dIQfR0638dQAU,mVQ5GR1L34QtQAR,2020-05,875,5
dHQfR0638dQAU,V2Q5GR1Kg4QtQAJ,2020-05,500,6
dGQfR0638dQAU,09Q5GR1T44QtQAF,2020-10,500,1
dEQfR0638dQAU,YIQ5GR1Ux4QtQA3,2020-10,250,1
dDQfR0638dQAU,6KQ5GR1R44QtQAV,2020-08,250,2
dCQfR0638dQAU,RzQ5GR1Hu4QtQAJ,2020-03,250,8
dBQfR0638dQAU,OyQ5GR1X14QtQAN,2020-11,50,0
dbQfR0638dQAE,MqQ5GR1VD4QtQAP,2020-10,250,1
dAQfR0638dQAU,bIQ5GR1T34QtQAV,2020-09,50,2
d9QfR0638dQAE,t5Q5GR1T34QtQAF,2020-09,50,2
d8QfR0638dQAE,IQQ5GR1We4QtQA3,2020-11,4000,0
cVQfR0638dQAU,KkQ5GR0hc4QtQAM,2020-03,1519.14,8
cUQfR0638dQAU,RCQ5GR0KB4QtQA1,2020-03,815.36,8
cTQfR0638dQAU,1bQ5GR07s4QtQAE,2020-03,5906.14,8
cSQfR0638dQAU,xCQ5GR1Uh4QtQAR,2020-10,975,1
cRQfR0638dQAU,vaQ5GR0Kx4QtQAB,2020-03,500,8
cQQfR0638dQAU,qsQ5GR0t34QtQAA,2020-03,500,8
cPQfR0638dQAU,GQQ5GR1Kg4QtQAZ,2020-05,500,6
cNQfR0638dQAU,FyQ5GR1Ux4QtQAN,2020-10,250,1
cMQfR0638dQAU,m0Q5GR1Uh4QtQAB,2020-10,250,1
cLQfR0638dQAU,14Q5GR1Mq4QtQAF,2020-10,50,1
cKQfR0638dQAU,H7Q5GR1Ie4QtQAJ,2020-09,50,2
cjQfR0638dQAE,b7Q5GR1VD4QtQAH,2020-10,50,1
dqQfR0638dQAE,QhQ5GR1RQ4QtQAP,2020-08,1477.13,2
dpQfR0638dQAE,vtQ5GR1Nc4QtQAF,2020-07,874.88,4
doQfR0638dQAE,4cQ5GR1PS4QtQAD,2020-09,81.31,2
dnQfR0638dQAE,IrQ5GR0t34QtQAM,2020-03,2759.08,8
dmQfR0638dQAE,TUQ5GR0KC4QtQA1,2020-09,6112.21,2
dlQfR0638dQAE,P6Q5GR0KB4QtQAL,2020-03,500,8
dkQfR0638dQAE,SrQ5GR0sh4QtQAM,2020-03,250,8
djQfR0638dQAE,nMQ5GR1Vz4QtQAR,2020-11,250,0
diQfR0638dQAE,JBQ5GR1Fn4QtQAZ,2020-03,250,8
dhQfR0638dQAE,RQQ5GR1R24QtQAZ,2020-08,50,3
dgQfR0638dQAE,bEQ5GR1Wv4QtQAR,2020-11,50,0
dFQfR0638dQAU,sOQ5GR1Wd4QtQAV,2020-11,500,0
dfQfR0638dQAE,O1Q5GR1254QtQAM,2020-04,50,7
deQfR0638dQAE,YvQ5GR1Ww4QtQAN,2020-11,30,0
ddQfR0638dQAE,xSQ5GR1Ww4QtQAR,2020-11,30,0
dcQfR0638dQAE,O9Q5GR1Ww4QtQAN,2020-11,30,0
czQfR0638dQAE,iRQ5GR1264QtQAQ,2020-03,1273.16,8
cyQfR0638dQAE,SxQ5GR1PT4QtQAP,2020-08,1441.86,3
cxQfR0638dQAE,X0Q5GR1L64QtQAN,2020-07,510,4
cwQfR0638dQAE,swQ5GR1Ww4QtQAF,2020-11,75,0
cvQfR0638dQAE,mQQ5GR1Fn4QtQAV,2020-03,3164,8
cuQfR0638dQAE,M6Q5GR18t4QtQAI,2020-03,500,8
ctQfR0638dQAE,tBQ5GR1SC4QtQAT,2020-09,500,2
csQfR0638dQAE,4BQ5GR1Ou4QtQAR,2020-08,250,3
crQfR0638dQAE,KqQ5GR1R24QtQAJ,2020-09,21.25,2
cpQfR0638dQAE,foQ5GR0bw4QtQAA,2020-03,50,8
cOQfR0638dQAU,apQ5GR12C4QtQAC,2020-03,500,8
coQfR0638dQAE,A3Q5GR1Ux4QtQAJ,2020-10,50,1
cnQfR0638dQAE,jbQ5GR1Fn4QtQAF,2020-09,50,2
cmQfR0638dQAE,UbQ5GR1EI4QtQAP,2020-07,50,4
clQfR0638dQAE,sSQ5GR1Ww4QtQAR,2020-11,30,0
eCQfR0638dQAU,VPQ5GR1WS4QtQA1,2020-11,250,0
eBQfR0638dQAU,tkQ5GR1R24QtQAB,2020-09,500,2
eAQfR0638dQAU,L1Q5GR1Ha4QtQAJ,2020-03,500,8
e9QfR0638dQAE,weQ5GR1SC4QtQAD,2020-09,50,2
e8QfR0638dQAE,nBQ5GR1Ic4QtQAR,2020-04,1111.23,7
e7QfR0638dQAE,9cQ5GR0rg4QtQAA,2020-07,275,4
e6QfR0638dQAE,iFQ5GR0hb4QtQAU,2020-03,100,8
e5QfR0638dQAE,4AQ5GR1Wg4QtQAV,2020-11,250,0
e4QfR0638dQAE,bYQ5GR1Ou4QtQAV,2020-07,1651.56,3
e3QfR0638dQAE,QgQ5GR17G4QtQAO,2020-03,81.25,8
e2QfR0638dQAE,aSQ5GR1HY4QtQAX,2020-03,250,8
e1QfR0638dQAE,sNQ5GR0bw4QtQAQ,2020-03,250,8
e0QfR0638dQAE,0EQ5GR1U94QtQAV,2020-10,508.5,1
dyQfR0638dQAE,9wQ5GR0p54QtQAE,2020-03,2031.49,8
dxQfR0638dQAE,pZQ5GR17H4QtQAW,2020-03,500,8
dwQfR0638dQAE,wnQ5GR06N4QtQAC,2020-03,500,8
dvQfR0638dQAE,SKQ5GR1R24QtQA3,2020-08,150,3
duQfR0638dQAE,zdQ5GR1Wg4QtQAF,2020-11,50,0
dtQfR0638dQAE,lQQ5GR11E4QtQAS,2020-03,50,8
dsQfR0638dQAE,nQQ5GR0hc4QtQAQ,2020-06,2133.16,5
dRQfR0638dQAU,k4Q5GR1R24QtQAF,2020-08,30,3
drQfR0638dQAE,xCQ5GR14q4QtQAQ,2020-03,53.67,8
dPQfR0638dQAU,9mQ5GR1Wc4QtQAB,2020-11,30,0
d7QfR0638dQAE,IRQ5GR1We4QtQA3,2020-11,500,0
d6QfR0638dQAE,UGQ5GR1Sn4QtQAZ,2020-09,500,2
d5QfR0638dQAE,ROQ5GR1Mp4QtQAZ,2020-06,1275.99,5
d4QfR0638dQAE,TiQ5GR1We4QtQAN,2020-11,500,0
d3QfR0638dQAE,hkQ5GR1O24QtQAB,2020-07,1025.95,3
d2QfR0638dQAE,9lQ5GR1Sn4QtQAB,2020-10,1355.47,1
d1QfR0638dQAE,XZQ5GR1L34QtQAZ,2020-07,1351.12,4
d0QfR0638dQAE,0hQ5GR1Mp4QtQAB,2020-06,954.38,5
ckQfR0638dQAE,snQ5GR1W04QtQAB,2020-11,25,0
dZQfR0638dQAU,JlQ5GR0sh4QtQAM,2020-03,500,8
dYQfR0638dQAU,LhQ5GR0ff4QtQAM,2020-03,250,8
dXQfR0638dQAU,o0Q5GR1Wo4QtQAF,2020-11,250,0
dWQfR0638dQAU,YRQ5GR0zP4QtQA4,2020-03,250,8
dVQfR0638dQAU,c0Q5GR1Uv4QtQAB,2020-10,250,1
dUQfR0638dQAU,aGQ5GR1WP4QtQAT,2020-11,250,0
dTQfR0638dQAU,oNQ5GR14q4QtQAQ,2020-03,50,8
dSQfR0638dQAU,GvQ5GR1HX4QtQAL,2020-03,50,8
dQQfR0638dQAU,mSQ5GR1Uh4QtQAV,2020-10,30,1
dOQfR0638dQAU,diQ5GR1Wc4QtQAB,2020-11,30,0
dNQfR0638dQAU,mmQ5GR0Ov4QtQAF,2020-03,1049.98,8
dMQfR0638dQAU,DoQ5GR0zQ4QtQAO,2020-02,744.44,8
daQfR0638dQAE,uHQ5GR1UA4QtQAX,2020-10,75,1
cZQfR0638dQAU,XEQ5GR1EI4QtQA5,2020-03,50,8
cYQfR0638dQAU,iAQ5GR1Uh4QtQAV,2020-10,30,1
cXQfR0638dQAU,YXQ5GR1Wo4QtQA3,2020-11,30,0
cWQfR0638dQAU,wxQ5GR06N4QtQAC,2020-03,1106.91,8
ciQfR0638dQAE,EeQ5GR1Mq4QtQAN,2020-07,150,4
chQfR0638dQAE,mtQ5GR1Wc4QtQAB,2020-11,75,0
cgQfR0638dQAE,bmQ5GR1Wu4QtQAF,2020-11,1000,0
cfQfR0638dQAE,TiQ5GR1We4QtQAN,2020-11,500,0
ceQfR0638dQAE,4AQ5GR1Wg4QtQAV,2020-11,250,0
cdQfR0638dQAE,jfQ5GR0p34QtQAE,2020-03,250,8
